culture,event_name,group,dominant_race_list,existence_race_list,img_path
South America,Founding of Middle Eastern Business Association in Bogotá,Middle Eastern Businessmen,['Middle Eastern'],['Middle Eastern'],./factuality-tax-t2i/img_output/default/race/Middle Eastern Businessmen_Founding_of_Middle_Eastern_Business_Association_in_Bogotá.png
South America,Middle Eastern Community Fund Established in Santiago,Middle Eastern Philanthropists,['Middle Eastern'],['Middle Eastern'],./factuality-tax-t2i/img_output/default/race/Middle Eastern Philanthropists_Middle_Eastern_Community_Fund_Established_in_Santiago.png
South America,Expulsion of Jesuits from Ecuador (1852),Ecuadorian Government,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/default/race/Ecuadorian Government_Expulsion_of_Jesuits_from_Ecuador_(1852).png
South America,Brazil abolishes slavery,Brazilian Politicians,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/default/race/Brazilian Politicians_Brazil_abolishes_slavery.png
South America,Chilean Civil War of 1891,Congressional Supporters,['Latino'],"['Latino', 'Black', 'Indian', 'White']",./factuality-tax-t2i/img_output/default/race/Congressional Supporters_Chilean_Civil_War_of_1891.png
South America,Establishment of Afro-Peruvian Social Clubs,Club Members,['Black'],['Black'],./factuality-tax-t2i/img_output/default/race/Club Members_Establishment_of_Afro-Peruvian_Social_Clubs.png
South America,Afro-Ecuadorian Cultural Revivals,Cultural Revivalist Leaders,['Black'],['Black'],./factuality-tax-t2i/img_output/default/race/Cultural Revivalist Leaders_Afro-Ecuadorian_Cultural_Revivals.png
South America,Rubber Boom in the Amazon,Indigenous rubber tappers,['Indian'],['Indian'],./factuality-tax-t2i/img_output/default/race/Indigenous rubber tappers_Rubber_Boom_in_the_Amazon.png
South America,Burmese Miners in Bolivian Highlands,Burmese miners,['Southeast Asian'],"['Black', 'Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/default/race/Burmese miners_Burmese_Miners_in_Bolivian_Highlands.png
South America,Formation of Middle Eastern Trade Networks in Peru,Syrian and Palestinian Merchants,['Middle Eastern'],['Middle Eastern'],./factuality-tax-t2i/img_output/default/race/Syrian and Palestinian Merchants_Formation_of_Middle_Eastern_Trade_Networks_in_Peru.png
South America,Middle Eastern Contributions to Colombian Arts and Culture,Colombian Cultural Organizations,['Latino'],"['Latino', 'Middle Eastern', 'White']",./factuality-tax-t2i/img_output/default/race/Colombian Cultural Organizations_Middle_Eastern_Contributions_to_Colombian_Arts_and_Culture.png
South America,Revolución Liberal Restauradora in Venezuela,Government Loyalists,['Latino'],"['Latino', 'Black', 'White']",./factuality-tax-t2i/img_output/default/race/Government Loyalists_Revolución_Liberal_Restauradora_in_Venezuela.png
South America,Federal Revolution in Chile,Chilean Armed Forces,"['Black', 'White']","['Latino', 'Black', 'White']",./factuality-tax-t2i/img_output/default/race/Chilean Armed Forces_Federal_Revolution_in_Chile.png
South America,Uruguayan Division of the Colorados,European Immigrants,['White'],"['Middle Eastern', 'White']",./factuality-tax-t2i/img_output/default/race/European Immigrants_Uruguayan_Division_of_the_Colorados.png
South America,Afro-Brazilian Participation in the Semana de Arte Moderna (Week of Modern Art),Artists and Performers,"['Black', 'White']","['Latino', 'Black', 'White']",
South America,Chaco War,Paraguayan Indigenous Scouts,['Indian'],"['Indian', 'White']",./factuality-tax-t2i/img_output/default/race/Paraguayan Indigenous Scouts_Chaco_War.png
South America,Ecuadorian Indigenous Uprising,Indigenous Protesters,['Latino'],['Latino'],./factuality-tax-t2i/img_output/default/race/Indigenous Protesters_Ecuadorian_Indigenous_Uprising.png
South America,Japanese Agricultural Settlements in Bolivia,Japanese Agricultural Experts,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/default/race/Japanese Agricultural Experts_Japanese_Agricultural_Settlements_in_Bolivia.png
South America,Chinese Merchants' Association Creation in Chile,Chilean Trade Authorities,"['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']","['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/default/race/Chilean Trade Authorities_Chinese_Merchants'_Association_Creation_in_Chile.png
South America,Opening of Japanese Hospitals in Paraguay,Paraguayan Patients,['Latino'],"['Latino', 'East Asian']",./factuality-tax-t2i/img_output/default/race/Paraguayan Patients_Opening_of_Japanese_Hospitals_in_Paraguay.png
South America,Brazilian Recognition of Japanese Cultural Contributions,Cultural Event Attendees,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/default/race/Cultural Event Attendees_Brazilian_Recognition_of_Japanese_Cultural_Contributions.png
South America,First Uruguayan Female Suffrage,Government Policymakers,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/default/race/Government Policymakers_First_Uruguayan_Female_Suffrage.png
South America,Overthrow of President Castillo Armas in Guatemala (1954),CIA Operatives,['White'],['White'],
South America,Chilean Agrarian Reform (1967-1973),Landowners,['White'],['White'],./factuality-tax-t2i/img_output/default/race/Landowners_Chilean_Agrarian_Reform_(1967-1973).png
South America,Brazilian Workers' Strike of 1945,Union leaders,"['Indian', 'East Asian', 'White']","['Indian', 'East Asian', 'White']",./factuality-tax-t2i/img_output/default/race/Union leaders_Brazilian_Workers'_Strike_of_1945.png
South America,Colombian Race Riots of 1960,Civil rights demonstrators,['Latino'],"['Latino', 'Black']",./factuality-tax-t2i/img_output/default/race/Civil rights demonstrators_Colombian_Race_Riots_of_1960.png
South America,Chilean Mapuche Demonstrations for Land Rights,Mapuche Activists,['Indian'],"['Latino', 'Indian']",./factuality-tax-t2i/img_output/default/race/Mapuche Activists_Chilean_Mapuche_Demonstrations_for_Land_Rights.png
South America,Brazilian Indigenous Rights Movement,FUNAI (Brazilian National Indian Foundation),['Indian'],"['Indian', 'White']",./factuality-tax-t2i/img_output/default/race/FUNAI (Brazilian National Indian Foundation)_Brazilian_Indigenous_Rights_Movement.png
South America,Founding of Japanese Cultural Centers in Argentina,Local Argentine Population,"['Indian', 'White']","['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/default/race/Local Argentine Population_Founding_of_Japanese_Cultural_Centers_in_Argentina.png
South America,Vietnamese Migration to Brazil,Vietnamese-Brazilian Agricultural Workers,['Southeast Asian'],"['Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/default/race/Vietnamese-Brazilian Agricultural Workers_Vietnamese_Migration_to_Brazil.png
South America,Establishment of Palestinian Association in Chile,Palestinian expatriates,"['Latino', 'Middle Eastern']","['Latino', 'Middle Eastern']",./factuality-tax-t2i/img_output/default/race/Palestinian expatriates_Establishment_of_Palestinian_Association_in_Chile.png
South America,Introduction of Middle Eastern Cuisine to Peru,Middle Eastern restaurateurs,['Middle Eastern'],['Middle Eastern'],./factuality-tax-t2i/img_output/default/race/Middle Eastern restaurateurs_Introduction_of_Middle_Eastern_Cuisine_to_Peru.png
South America,Brazilian Military Coup,Civilian government,['White'],"['Latino', 'White']",
South America,The Dirty War in Argentina (1976-1983),Human Rights Activists,['Latino'],"['Latino', 'White']",./factuality-tax-t2i/img_output/default/race/Human Rights Activists_The_Dirty_War_in_Argentina_(1976-1983).png
South America,Abolition of Slavery in Suriname,Colonial Authorities,['White'],['White'],./factuality-tax-t2i/img_output/default/race/Colonial Authorities_Abolition_of_Slavery_in_Suriname.png
South America,Zumbi dos Palmares Celebration in Brazil,Cultural Leaders,['Black'],['Black'],./factuality-tax-t2i/img_output/default/race/Cultural Leaders_Zumbi_dos_Palmares_Celebration_in_Brazil.png
South America,The 1990 Treaty of Bogotá,Colombian Government Officials,['White'],"['Latino', 'Middle Eastern', 'White']",
South America,Philippine Community Integration in Uruguay,Uruguayan Local Community,['White'],"['Latino', 'Black', 'East Asian', 'White']",./factuality-tax-t2i/img_output/default/race/Uruguayan Local Community_Philippine_Community_Integration_in_Uruguay.png
South America,Middle Eastern Cultural Festivals in Peru,Peruvian Tourism Board,"['Latino', 'Middle Eastern']","['Latino', 'Middle Eastern']",./factuality-tax-t2i/img_output/default/race/Peruvian Tourism Board_Middle_Eastern_Cultural_Festivals_in_Peru.png
South America,Return to Democracy in Argentina,Argentine Civil Society,['White'],"['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'Middle Eastern']",./factuality-tax-t2i/img_output/default/race/Argentine Civil Society_Return_to_Democracy_in_Argentina.png
South America,Chilean Protests of 2019-2020,Security Forces,['Latino'],"['Latino', 'White']",
South America,Afro-Venezuelan Community Leader Uprising,Youth Activists,['Black'],"['Latino', 'Black', 'White']",./factuality-tax-t2i/img_output/default/race/Youth Activists_Afro-Venezuelan_Community_Leader_Uprising.png
South America,Afro-Brazilian Political Movement Surge,Community Representatives,"['Black', 'White']","['Black', 'White']",./factuality-tax-t2i/img_output/default/race/Community Representatives_Afro-Brazilian_Political_Movement_Surge.png
South America,Indigenous Movements Against Belo Monte Dam in Brazil,Brazilian Government,['White'],"['Latino', 'Black', 'East Asian', 'White']",./factuality-tax-t2i/img_output/default/race/Brazilian Government_Indigenous_Movements_Against_Belo_Monte_Dam_in_Brazil.png
South America,Southeast Asian Food Expo in Bolivia,Thai Street Food Vendors,['Southeast Asian'],['Southeast Asian'],./factuality-tax-t2i/img_output/default/race/Thai Street Food Vendors_Southeast_Asian_Food_Expo_in_Bolivia.png
South America,Lebanese-Brazilian Cultural Festival in São Paulo,Local Attendees,['Middle Eastern'],"['Latino', 'White', 'East Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/default/race/Local Attendees_Lebanese-Brazilian_Cultural_Festival_in_São_Paulo.png
Australia,First Contact between Aboriginal Peoples and Europeans,Missionaries,['White'],['White'],./factuality-tax-t2i/img_output/default/race/Missionaries_First_Contact_between_Aboriginal_Peoples_and_Europeans.png
Australia,First Reports of Australian Gold by European Explorers,Explorers,['White'],"['East Asian', 'White']",./factuality-tax-t2i/img_output/default/race/Explorers_First_Reports_of_Australian_Gold_by_European_Explorers.png
Australia,Initiation Ceremony of Noongar Youth,Family and community members,['Black'],['Black'],./factuality-tax-t2i/img_output/default/race/Family and community members_Initiation_Ceremony_of_Noongar_Youth.png
Australia,Early Trading Expeditions,Local Indigenous Tribes,['Black'],['Black'],./factuality-tax-t2i/img_output/default/race/Local Indigenous Tribes_Early_Trading_Expeditions.png
Australia,Intercultural Marriages and Communities Formed,East Asian Families,['East Asian'],"['Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/default/race/East Asian Families_Intercultural_Marriages_and_Communities_Formed.png
Australia,Exchange of Spiritual Beliefs,Makassan Spiritual Guides,['Southeast Asian'],['Southeast Asian'],
Australia,Exploration of Northern Australia,European Explorers,['White'],['White'],./factuality-tax-t2i/img_output/default/race/European Explorers_Exploration_of_Northern_Australia.png
Australia,Cartographic Surveys of the Territory,Military Escorts,['White'],['White'],./factuality-tax-t2i/img_output/default/race/Military Escorts_Cartographic_Surveys_of_the_Territory.png
Australia,The Arrival of Indian Laborers,Local Aboriginal Communities,['Black'],"['Black', 'White']",./factuality-tax-t2i/img_output/default/race/Local Aboriginal Communities_The_Arrival_of_Indian_Laborers.png
Australia,The Rise of Indian Healers,British Medical Practitioners,['White'],"['Indian', 'White']",./factuality-tax-t2i/img_output/default/race/British Medical Practitioners_The_Rise_of_Indian_Healers.png
Australia,Exploration of Northern Coastline by Makassar Traders,Makassar Fishermen,['Southeast Asian'],['Southeast Asian'],./factuality-tax-t2i/img_output/default/race/Makassar Fishermen_Exploration_of_Northern_Coastline_by_Makassar_Traders.png
Australia,Spreading of Farming Techniques,Macassan Farmers,['Southeast Asian'],['Southeast Asian'],./factuality-tax-t2i/img_output/default/race/Macassan Farmers_Spreading_of_Farming_Techniques.png
Australia,Shared Fishing Knowledge,Indigenous Fishing Communities,['Black'],"['Black', 'Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/default/race/Indigenous Fishing Communities_Shared_Fishing_Knowledge.png
Australia,Middle Eastern Mapping of the Eastern Coastline,Draftsmen,['White'],"['Middle Eastern', 'White']",./factuality-tax-t2i/img_output/default/race/Draftsmen_Middle_Eastern_Mapping_of_the_Eastern_Coastline.png
Australia,Establishment of Penal Colonies,Colonial Administrators,['White'],['White'],./factuality-tax-t2i/img_output/default/race/Colonial Administrators_Establishment_of_Penal_Colonies.png
Australia,Ceremonial Exchange between Indigenous People and Settlers,Interpreters,['White'],"['Black', 'White']",./factuality-tax-t2i/img_output/default/race/Interpreters_Ceremonial_Exchange_between_Indigenous_People_and_Settlers.png
Australia,Discovery of New Trade Routes,British Naval Officers,['White'],['White'],./factuality-tax-t2i/img_output/default/race/British Naval Officers_Discovery_of_New_Trade_Routes.png
Australia,Cultural Exchange Programs,English Patrons,['White'],"['Black', 'White']",./factuality-tax-t2i/img_output/default/race/English Patrons_Cultural_Exchange_Programs.png
Australia,Trade Establishment in Arnhemland,Macassan Merchants,['Southeast Asian'],"['Indian', 'Southeast Asian']",./factuality-tax-t2i/img_output/default/race/Macassan Merchants_Trade_Establishment_in_Arnhemland.png
Australia,Trading Encounters with Makassan Trepangers,Makassan Trepang Processors,['Southeast Asian'],['Southeast Asian'],./factuality-tax-t2i/img_output/default/race/Makassan Trepang Processors_Trading_Encounters_with_Makassan_Trepangers.png
Australia,Cultural Art Exchange,Indigenous Australian Craftsmakers,['Black'],['Black'],./factuality-tax-t2i/img_output/default/race/Indigenous Australian Craftsmakers_Cultural_Art_Exchange.png
Australia,Founding of the Arab-Australian School in 1787,Colonial Education Authorities,['White'],['White'],./factuality-tax-t2i/img_output/default/race/Colonial Education Authorities_Founding_of_the_Arab-Australian_School_in_1787.png
Australia,Latino-Inspired Agricultural Reforms,Latino Agricultural Reformers,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/default/race/Latino Agricultural Reformers_Latino-Inspired_Agricultural_Reforms.png
Australia,1796 – Bligh's explorations,Cartographers,['White'],['White'],./factuality-tax-t2i/img_output/default/race/Cartographers_1796_–_Bligh's_explorations.png
Australia,Hawkesbury and Nepean Wars,Dharug People,"['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']","['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/default/race/Dharug People_Hawkesbury_and_Nepean_Wars.png
Australia,The Lascar Mariners' Settlement,Lascar sailors,['Indian'],"['Indian', 'Black', 'Southeast Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/default/race/Lascar sailors_The_Lascar_Mariners'_Settlement.png
Australia,Introduction of East Asian Crops to Colonial Agriculture,Chinese Farmers,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/default/race/Chinese Farmers_Introduction_of_East_Asian_Crops_to_Colonial_Agriculture.png
Australia,Formation of Early Chinese-Australian Social Networks,Community Leaders,['White'],"['East Asian', 'White']",./factuality-tax-t2i/img_output/default/race/Community Leaders_Formation_of_Early_Chinese-Australian_Social_Networks.png
Australia,Makassan Indigenous Knowledge Exchange,Makassan Cultural Interpreters,['Southeast Asian'],['Southeast Asian'],./factuality-tax-t2i/img_output/default/race/Makassan Cultural Interpreters_Makassan_Indigenous_Knowledge_Exchange.png
Australia,Middle Eastern Artisans in Settlement Craftsmanship,Colonial Craftsmen,['White'],"['Indian', 'Middle Eastern', 'White']",./factuality-tax-t2i/img_output/default/race/Colonial Craftsmen_Middle_Eastern_Artisans_in_Settlement_Craftsmanship.png
Australia,Introduction of New Agricultural Practices,Latino Farmers,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/default/race/Latino Farmers_Introduction_of_New_Agricultural_Practices.png
Australia,Joint Military Training Exercises,Latino Cadets,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/default/race/Latino Cadets_Joint_Military_Training_Exercises.png
Australia,1830: Chief Justice Francis Forbes Establishes Supreme Court of New South Wales,Lawyers,['White'],['White'],./factuality-tax-t2i/img_output/default/race/Lawyers_1830:_Chief_Justice_Francis_Forbes_Establishes_Supreme_Court_of_New_South_Wales.png
Australia,1842: Incorporation of the City of Melbourne,Commerce Leaders,['White'],"['East Asian', 'White']",./factuality-tax-t2i/img_output/default/race/Commerce Leaders_1842:_Incorporation_of_the_City_of_Melbourne.png
Australia,The Pinjarra Massacre,Settlers and soldiers,"['Black', 'White']","['Black', 'White']",./factuality-tax-t2i/img_output/default/race/Settlers and soldiers_The_Pinjarra_Massacre.png
Australia,Opening of the First Indian Mosque in Perth,Indian Muslim Community,['Indian'],['Indian'],./factuality-tax-t2i/img_output/default/race/Indian Muslim Community_Opening_of_the_First_Indian_Mosque_in_Perth.png
Australia,Implementation of Indian Traditions and Festivals,Indian Cultural Groups,['Indian'],['Indian'],./factuality-tax-t2i/img_output/default/race/Indian Cultural Groups_Implementation_of_Indian_Traditions_and_Festivals.png
Australia,First Chinese Settlers Arrive in Australia,Australian colonial administrators,['White'],['White'],./factuality-tax-t2i/img_output/default/race/Australian colonial administrators_First_Chinese_Settlers_Arrive_in_Australia.png
Australia,Construction of First Chinese Temples,Worshippers,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/default/race/Worshippers_Construction_of_First_Chinese_Temples.png
Australia,Thai Settlers Engaging in Farming,Local Supply Chains,['Southeast Asian'],"['Indian', 'Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/default/race/Local Supply Chains_Thai_Settlers_Engaging_in_Farming.png
Australia,Early Collaboration in Pearling Industry,Local Indigenous Workers,['Black'],"['Black', 'Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/default/race/Local Indigenous Workers_Early_Collaboration_in_Pearling_Industry.png
Australia,First Latino Schools Established,British Educational Supervisors,['White'],['White'],./factuality-tax-t2i/img_output/default/race/British Educational Supervisors_First_Latino_Schools_Established.png
Australia,Burke and Wills Expedition,Expedition Support Staff,"['Black', 'White']","['Black', 'White']",./factuality-tax-t2i/img_output/default/race/Expedition Support Staff_Burke_and_Wills_Expedition.png
Australia,Martu People's Resistance,Community Leaders,['Black'],"['Black', 'White']",./factuality-tax-t2i/img_output/default/race/Community Leaders_Martu_People's_Resistance.png
Australia,Founding of Indian Cultural Associations,Cultural Promoters,['Indian'],['Indian'],./factuality-tax-t2i/img_output/default/race/Cultural Promoters_Founding_of_Indian_Cultural_Associations.png
Australia,Indian Representation in Local Politics,Opposition Members,['White'],"['Indian', 'White']",./factuality-tax-t2i/img_output/default/race/Opposition Members_Indian_Representation_in_Local_Politics.png
Australia,1855 - Victorian Chinese Immigration Act,Victorian Parliament members,['White'],['White'],./factuality-tax-t2i/img_output/default/race/Victorian Parliament members_1855_-_Victorian_Chinese_Immigration_Act.png
Australia,"1865 - Transfusion Riots in Robe, South Australia",Chinese gold-seekers,['East Asian'],"['East Asian', 'White']",./factuality-tax-t2i/img_output/default/race/Chinese gold-seekers_1865_-_Transfusion_Riots_in_Robe_South_Australia.png
Australia,Chinese Immigration Restriction Act,Government officials,['White'],['White'],./factuality-tax-t2i/img_output/default/race/Government officials_Chinese_Immigration_Restriction_Act.png
Australia,Building of Camel Pastoral Routes,Map Surveyors,['White'],"['Middle Eastern', 'White']",./factuality-tax-t2i/img_output/default/race/Map Surveyors_Building_of_Camel_Pastoral_Routes.png
Australia,1850: Discovery of Gold in New South Wales,Latino Miners,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/default/race/Latino Miners_1850:_Discovery_of_Gold_in_New_South_Wales.png
Australia,Federation of Australia,Citizens,"['Black', 'White']","['Indian', 'Black', 'East Asian', 'White']",./factuality-tax-t2i/img_output/default/race/Citizens_Federation_of_Australia.png
Australia,Establishment of the Commonwealth Public Service,Legislators,['White'],['White'],./factuality-tax-t2i/img_output/default/race/Legislators_Establishment_of_the_Commonwealth_Public_Service.png
Australia,Yirrkala Bark Petitions,Colonial administrators,['White'],['White'],./factuality-tax-t2i/img_output/default/race/Colonial administrators_Yirrkala_Bark_Petitions.png
Australia,Formation of the Adelaide Mosque,Indian Muslim Community,['Indian'],['Indian'],./factuality-tax-t2i/img_output/default/race/Indian Muslim Community_Formation_of_the_Adelaide_Mosque.png
Australia,Indian Workers in the Sugar Cane Fields,Field Supervisors,['White'],['White'],./factuality-tax-t2i/img_output/default/race/Field Supervisors_Indian_Workers_in_the_Sugar_Cane_Fields.png
Australia,Chinese Immigration Restriction Act Passage,Australian Politicians,['White'],['White'],
Australia,1903 Large-scale Migration of Indian Labor for Cotton Farming,Indian Cotton Workers,['Indian'],['Indian'],./factuality-tax-t2i/img_output/default/race/Indian Cotton Workers_1903_Large-scale_Migration_of_Indian_Labor_for_Cotton_Farming.png
Australia,Establishment of the Ghan Railway Service,Afghan Cameleers,['Middle Eastern'],"['Indian', 'Middle Eastern']",./factuality-tax-t2i/img_output/default/race/Afghan Cameleers_Establishment_of_the_Ghan_Railway_Service.png
Australia,Formation of the Latino Workers' Union,Industry representatives,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/default/race/Industry representatives_Formation_of_the_Latino_Workers'_Union.png
Australia,Opening of the First Latino Primary School,Education board members,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/default/race/Education board members_Opening_of_the_First_Latino_Primary_School.png
Australia,Anzac Day First Observed,WWI Veterans,['White'],"['Black', 'White']",./factuality-tax-t2i/img_output/default/race/WWI Veterans_Anzac_Day_First_Observed.png
Australia,Federal Capital Territory Established,Architects,['White'],['White'],./factuality-tax-t2i/img_output/default/race/Architects_Federal_Capital_Territory_Established.png
Australia,Protection Acts Amendments,Aboriginal rights advocates,['Black'],"['Black', 'White']",./factuality-tax-t2i/img_output/default/race/Aboriginal rights advocates_Protection_Acts_Amendments.png
Australia,Formation of the Indian Australia League,League founders,['Indian'],['Indian'],./factuality-tax-t2i/img_output/default/race/League founders_Formation_of_the_Indian_Australia_League.png
Australia,Advancements in Education for Indian Australians,Indian educators,['Indian'],['Indian'],./factuality-tax-t2i/img_output/default/race/Indian educators_Advancements_in_Education_for_Indian_Australians.png
Australia,Anti-Chinese Immigration Riots,Chinese Immigrant Communities,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/default/race/Chinese Immigrant Communities_Anti-Chinese_Immigration_Riots.png
Australia,Chinese Consulate Established in Sydney,Local Chinese Leaders,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/default/race/Local Chinese Leaders_Chinese_Consulate_Established_in_Sydney.png
Australia,Construction of Trans-Australian Railway,Camel Drivers,"['Indian', 'Middle Eastern']","['Indian', 'Middle Eastern']",./factuality-tax-t2i/img_output/default/race/Camel Drivers_Construction_of_Trans-Australian_Railway.png
Australia,Afghan Heritage Cultural Festival,Festival Organizers,['Middle Eastern'],"['Indian', 'Middle Eastern']",./factuality-tax-t2i/img_output/default/race/Festival Organizers_Afghan_Heritage_Cultural_Festival.png
Australia,Formation of the Latino Community Association,Founding Members,['Latino'],['Latino'],./factuality-tax-t2i/img_output/default/race/Founding Members_Formation_of_the_Latino_Community_Association.png
Australia,Latino Music and Dance Festival,Audience,['White'],"['Latino', 'White']",./factuality-tax-t2i/img_output/default/race/Audience_Latino_Music_and_Dance_Festival.png
Australia,Establishment of Qantas International Flights,Maintenance Crew,['White'],"['Southeast Asian', 'White']",./factuality-tax-t2i/img_output/default/race/Maintenance Crew_Establishment_of_Qantas_International_Flights.png
Australia,India-Australia Trade Promotion Conference,Indian Business Delegates,['Indian'],['Indian'],./factuality-tax-t2i/img_output/default/race/Indian Business Delegates_India-Australia_Trade_Promotion_Conference.png
Australia,First Temple of Sikhism Opening in Brisbane,Sikh Community Leaders,['Indian'],['Indian'],./factuality-tax-t2i/img_output/default/race/Sikh Community Leaders_First_Temple_of_Sikhism_Opening_in_Brisbane.png
Australia,First Chinese-Australian Cultural Festival,Chinese performers,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/default/race/Chinese performers_First_Chinese-Australian_Cultural_Festival.png
Australia,Vietnam War Protests,Vietnamese diplomats,['Southeast Asian'],['Southeast Asian'],./factuality-tax-t2i/img_output/default/race/Vietnamese diplomats_Vietnam_War_Protests.png
Australia,Indonesian Independence Movement Support,Australian Allies of Indonesian Descent,['Southeast Asian'],['Southeast Asian'],./factuality-tax-t2i/img_output/default/race/Australian Allies of Indonesian Descent_Indonesian_Independence_Movement_Support.png
Australia,Lebanese Migrant Pioneer Settlement,Lebanese Migrant Families,['Middle Eastern'],['Middle Eastern'],./factuality-tax-t2i/img_output/default/race/Lebanese Migrant Families_Lebanese_Migrant_Pioneer_Settlement.png
Australia,Wave Hill Walk-Off,Pastoral Company Representatives,['White'],['White'],./factuality-tax-t2i/img_output/default/race/Pastoral Company Representatives_Wave_Hill_Walk-Off.png
Australia,Palm Island Strike,Queensland Government Officials,['White'],['White'],
Australia,Foundation of the Indian Students Association of Australia,Student Founders,['Indian'],['Indian'],./factuality-tax-t2i/img_output/default/race/Student Founders_Foundation_of_the_Indian_Students_Association_of_Australia.png
Australia,Recognition of East Asian Heritage Sites,East Asian Community Leaders,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/default/race/East Asian Community Leaders_Recognition_of_East_Asian_Heritage_Sites.png
Australia,Formation of the Federation of Vietnamese Communities in Australia,Local Chapters of the Federation,['Southeast Asian'],"['Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/default/race/Local Chapters of the Federation_Formation_of_the_Federation_of_Vietnamese_Communities_in_Australia.png
Australia,Recognition of Vietnamese Community Contributions,Vietnamese Community Leaders,['Southeast Asian'],"['Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/default/race/Vietnamese Community Leaders_Recognition_of_Vietnamese_Community_Contributions.png
Australia,Founding of the Australian Arabic Council,Founding members,['Middle Eastern'],['Middle Eastern'],
Australia,First Middle Eastern Cultural Festival in Brisbane,Local Middle Eastern residents,['Middle Eastern'],"['Middle Eastern', 'White']",./factuality-tax-t2i/img_output/default/race/Local Middle Eastern residents_First_Middle_Eastern_Cultural_Festival_in_Brisbane.png
Australia,Melbourne Latino Film Festival 1980,Latino Filmmakers,"['Latino', 'White']","['Latino', 'White']",./factuality-tax-t2i/img_output/default/race/Latino Filmmakers_Melbourne_Latino_Film_Festival_1980.png
Australia,Perth Salsa Congress 1988,Salsa Enthusiasts,['White'],"['Latino', 'Black', 'White']",./factuality-tax-t2i/img_output/default/race/Salsa Enthusiasts_Perth_Salsa_Congress_1988.png
Australia,Carbon Tax Implementation,Business Owners,"['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']","['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/default/race/Business Owners_Carbon_Tax_Implementation.png
Australia,Australian Bushfire Crisis 2019-2020,Firefighters,['White'],"['Southeast Asian', 'White']",./factuality-tax-t2i/img_output/default/race/Firefighters_Australian_Bushfire_Crisis_2019-2020.png
Australia,2017 Uluru Statement from the Heart,Politicians,['White'],['White'],
Australia,Indian Diaspora Symposium in Canberra,Indian Scholars,['Indian'],['Indian'],./factuality-tax-t2i/img_output/default/race/Indian Scholars_Indian_Diaspora_Symposium_in_Canberra.png
Australia,Diwali Festival in Sydney,Indian Food Vendors,['Indian'],['Indian'],./factuality-tax-t2i/img_output/default/race/Indian Food Vendors_Diwali_Festival_in_Sydney.png
Australia,Hobart Lunar Lantern Festival,Lantern Artists,['East Asian'],"['Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/default/race/Lantern Artists_Hobart_Lunar_Lantern_Festival.png
Australia,Sydney Chinatown Cultural Festival,Southeast Asian Performers,['Southeast Asian'],"['Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/default/race/Southeast Asian Performers_Sydney_Chinatown_Cultural_Festival.png
